payment_id,amount,failure_reason,payment_method,merchant_type,previous_successes,previous_failures,retry_count,days_since_last_payment,customer_tenure_months,mandate_age_days,average_amount,amount_vs_average,recent_success_rate,failure_frequency,retry_interval_hours,recovered
PX004497,499,expired_card,upi,saas,7,2,3,41,32,408,459.79,1.085,0.778,0.04878,4.82,0
PX004498,4999,suspicious_reversal,upi,media,11,2,1,17,26,89,3734.69,1.339,0.846,0.11765,16.3,1
PX004499,499,suspicious_reversal,wallet,saas,8,0,1,16,1,79,505.84,0.986,1.0,0.0,16.57,0
PX004500,1999,mandate_expired,upi,ecommerce,12,2,0,41,7,320,2766.39,0.723,0.857,0.04878,20.19,0
PX004501,999,bank_timeout,netbanking,saas,10,4,0,29,56,490,606.07,1.648,0.714,0.13793,14.77,1
PX004502,1999,insufficient_funds,card,education,8,1,1,15,12,603,2029.49,0.985,0.889,0.06667,39.19,1
PX004503,1999,suspicious_reversal,netbanking,saas,11,2,0,49,47,709,2019.58,0.99,0.846,0.04082,46.38,1
PX004504,19999,mandate_expired,card,media,7,3,2,47,42,446,14082.11,1.42,0.7,0.06383,21.5,1
PX004505,1999,expired_card,upi,saas,9,4,1,53,38,555,1798.78,1.111,0.692,0.07547,21.76,0
PX004506,2499,suspicious_reversal,wallet,media,8,2,2,30,56,64,3015.12,0.829,0.8,0.06667,38.97,0
PX004507,1999,expired_card,wallet,media,9,2,2,53,49,291,2579.07,0.775,0.818,0.03774,4.49,0
PX004508,4999,suspicious_reversal,wallet,ecommerce,4,0,1,40,22,596,3134.98,1.595,1.0,0.0,12.57,0
PX004509,4999,insufficient_funds,upi,education,5,2,2,17,47,539,4059.44,1.231,0.714,0.11765,27.45,1
PX004510,499,suspicious_reversal,netbanking,media,8,1,3,51,7,322,627.48,0.795,0.889,0.01961,16.38,0
PX004511,1999,insufficient_funds,card,subscription,4,1,0,47,23,504,2427.09,0.824,0.8,0.02128,37.4,1
PX004512,4999,insufficient_funds,upi,media,7,4,1,22,30,38,5286.57,0.946,0.636,0.18182,4.68,1
PX004513,9999,expired_card,netbanking,subscription,12,3,2,18,13,188,13154.23,0.76,0.8,0.16667,6.37,0
PX004514,19999,bank_timeout,netbanking,media,6,5,0,60,56,291,27547.27,0.726,0.545,0.08333,11.58,1
PX004515,499,mandate_expired,upi,ecommerce,8,0,0,1,47,584,404.92,1.232,1.0,0.0,43.2,1
PX004516,9999,expired_card,card,ecommerce,7,2,1,22,47,45,8354.23,1.197,0.778,0.09091,12.93,0
PX004517,999,mandate_expired,card,media,5,3,0,22,24,376,1039.96,0.961,0.625,0.13636,39.39,0
PX004518,1499,insufficient_funds,upi,media,12,4,3,45,51,288,1519.69,0.986,0.75,0.08889,35.65,0
PX004519,9999,suspicious_reversal,netbanking,ecommerce,6,2,1,36,58,725,6882.1,1.453,0.75,0.05556,11.75,0
PX004520,1499,bank_timeout,card,media,9,2,0,2,15,600,1104.6,1.357,0.818,1.0,23.24,1
PX004521,9999,mandate_expired,wallet,media,6,2,1,12,22,600,12939.03,0.773,0.75,0.16667,1.95,0
PX004522,1499,expired_card,wallet,ecommerce,5,4,3,56,41,408,1231.48,1.217,0.556,0.07143,34.83,0
PX004523,2499,suspicious_reversal,card,saas,4,3,2,25,51,283,2841.13,0.88,0.571,0.12,22.92,0
PX004524,19999,expired_card,card,education,8,2,3,24,56,127,20965.01,0.954,0.8,0.08333,18.55,1
PX004525,2499,suspicious_reversal,card,saas,13,3,2,34,13,710,2938.06,0.851,0.812,0.08824,16.26,1
PX004526,1999,suspicious_reversal,wallet,education,7,0,3,21,56,416,2638.56,0.758,1.0,0.0,47.3,1
PX004527,19999,insufficient_funds,netbanking,subscription,10,1,0,41,37,410,14895.01,1.343,0.909,0.02439,25.48,0
PX004528,19999,suspicious_reversal,netbanking,education,10,7,1,30,25,94,15297.24,1.307,0.588,0.23333,28.38,0
PX004529,9999,bank_timeout,upi,ecommerce,7,4,3,11,32,480,11465.53,0.872,0.636,0.36364,20.02,0
PX004530,999,suspicious_reversal,card,subscription,11,0,3,25,40,110,1099.2,0.909,1.0,0.0,43.51,0
PX004531,9999,mandate_expired,card,saas,7,1,3,42,32,108,12484.33,0.801,0.875,0.02381,14.84,0
PX004532,19999,bank_timeout,upi,subscription,8,5,3,57,47,684,18905.66,1.058,0.615,0.08772,28.84,0
PX004533,499,expired_card,wallet,media,13,3,3,29,30,209,698.32,0.715,0.812,0.10345,33.36,1
PX004534,1499,bank_timeout,wallet,saas,4,3,3,32,60,73,1859.66,0.806,0.571,0.09375,25.53,1
PX004535,499,mandate_expired,wallet,subscription,8,3,2,40,15,316,593.28,0.841,0.727,0.075,26.9,0
PX004536,4999,suspicious_reversal,upi,saas,6,4,3,27,56,1,5736.91,0.871,0.6,0.14815,18.51,0
PX004537,9999,insufficient_funds,upi,subscription,6,0,0,45,20,371,9335.91,1.071,1.0,0.0,34.07,0
PX004538,1499,insufficient_funds,netbanking,education,12,1,3,53,51,684,1824.74,0.821,0.923,0.01887,7.71,1
PX004539,2499,bank_timeout,upi,media,7,3,1,23,18,206,2482.64,1.007,0.7,0.13043,12.53,1
PX004540,499,suspicious_reversal,upi,saas,13,2,0,19,49,291,655.9,0.761,0.867,0.10526,43.59,0
PX004541,4999,bank_timeout,netbanking,subscription,4,1,0,33,46,28,6316.2,0.791,0.8,0.0303,29.82,1
PX004542,2499,suspicious_reversal,card,education,8,3,3,25,46,636,2915.84,0.857,0.727,0.12,13.96,0
PX004543,19999,bank_timeout,netbanking,education,7,0,3,7,1,30,21106.97,0.948,1.0,0.0,12.56,0
PX004544,999,expired_card,netbanking,education,9,2,1,37,15,60,737.37,1.355,0.818,0.05405,1.18,0
PX004545,4999,expired_card,wallet,education,8,0,1,41,40,190,4447.74,1.124,1.0,0.0,4.49,0
PX004546,4999,bank_timeout,wallet,saas,9,2,3,41,56,271,3217.6,1.554,0.818,0.04878,45.93,1
PX004547,999,bank_timeout,upi,ecommerce,8,0,0,18,30,33,771.58,1.295,1.0,0.0,40.41,1
PX004548,4999,bank_timeout,card,media,5,4,2,32,41,473,4885.8,1.023,0.556,0.125,9.71,1
PX004549,1499,bank_timeout,upi,ecommerce,12,1,3,5,41,8,1394.63,1.075,0.923,0.2,22.37,0
PX004550,2499,suspicious_reversal,upi,ecommerce,6,2,0,55,1,648,2311.91,1.081,0.75,0.03636,18.39,0
PX004551,1999,expired_card,upi,subscription,8,1,1,25,24,447,1313.49,1.522,0.889,0.04,15.12,1
PX004552,1499,mandate_expired,upi,subscription,7,1,2,12,17,597,968.91,1.547,0.875,0.08333,23.03,0
PX004553,4999,bank_timeout,card,saas,10,1,0,31,21,418,5504.34,0.908,0.909,0.03226,6.42,1
PX004554,999,bank_timeout,netbanking,media,15,3,2,43,59,112,814.95,1.226,0.833,0.06977,21.19,0
PX004555,999,bank_timeout,card,subscription,6,3,3,47,46,110,758.67,1.317,0.667,0.06383,35.81,0
PX004556,499,insufficient_funds,netbanking,saas,10,1,1,32,5,705,340.49,1.466,0.909,0.03125,10.73,1
PX004557,499,insufficient_funds,card,saas,4,3,1,12,55,481,655.35,0.761,0.571,0.25,26.0,1
PX004558,2499,expired_card,wallet,education,5,3,2,32,40,559,2370.33,1.054,0.625,0.09375,11.23,0
PX004559,1499,bank_timeout,netbanking,subscription,12,1,0,8,37,476,1395.77,1.074,0.923,0.125,12.05,1
PX004560,999,mandate_expired,card,ecommerce,17,3,2,51,11,640,816.55,1.223,0.85,0.05882,46.51,0
PX004561,1499,expired_card,wallet,subscription,5,2,2,13,31,242,1280.04,1.171,0.714,0.15385,44.43,0
PX004562,2499,insufficient_funds,wallet,media,12,2,3,4,11,111,2091.42,1.195,0.857,0.5,5.18,1
PX004563,9999,insufficient_funds,wallet,media,3,2,2,7,58,79,12033.25,0.831,0.6,0.28571,4.6,0
PX004564,2499,insufficient_funds,upi,saas,8,4,2,22,42,277,2181.95,1.145,0.667,0.18182,36.51,1
PX004565,499,insufficient_funds,netbanking,media,12,0,2,53,42,194,338.67,1.473,1.0,0.0,43.61,1
PX004566,1999,suspicious_reversal,card,media,11,3,1,52,13,658,1421.09,1.407,0.786,0.05769,23.32,0
PX004567,999,suspicious_reversal,upi,media,14,2,2,19,31,528,1346.17,0.742,0.875,0.10526,9.81,0
PX004568,19999,mandate_expired,netbanking,ecommerce,7,0,1,48,2,333,18289.45,1.093,1.0,0.0,26.8,0
PX004569,1499,suspicious_reversal,netbanking,subscription,4,2,1,37,30,609,1311.88,1.143,0.667,0.05405,29.41,1
PX004570,19999,suspicious_reversal,upi,education,3,1,0,27,29,115,19100.94,1.047,0.75,0.03704,25.01,1
PX004571,9999,bank_timeout,upi,education,5,2,3,28,8,263,9062.35,1.103,0.714,0.07143,0.61,1
PX004572,9999,bank_timeout,upi,saas,7,1,0,33,50,31,9719.83,1.029,0.875,0.0303,43.3,1
PX004573,999,mandate_expired,netbanking,subscription,7,0,2,40,18,375,1025.64,0.974,1.0,0.0,8.82,1
PX004574,9999,suspicious_reversal,wallet,education,10,3,1,60,21,511,7786.49,1.284,0.769,0.05,4.64,0
PX004575,499,insufficient_funds,netbanking,ecommerce,12,2,1,23,29,592,472.19,1.057,0.857,0.08696,25.23,1
PX004576,499,suspicious_reversal,netbanking,subscription,6,2,3,50,34,4,325.17,1.535,0.75,0.04,40.44,0
PX004577,19999,mandate_expired,wallet,media,5,1,1,15,46,246,21366.64,0.936,0.833,0.06667,42.56,0
PX004578,9999,mandate_expired,netbanking,subscription,9,1,2,5,27,3,8537.95,1.171,0.9,0.2,1.91,0
PX004579,19999,mandate_expired,wallet,education,6,4,2,22,52,104,23931.85,0.836,0.6,0.18182,36.16,0
PX004580,4999,bank_timeout,wallet,subscription,8,2,3,24,56,368,6219.06,0.804,0.8,0.08333,23.63,1
PX004581,9999,mandate_expired,netbanking,saas,8,4,2,23,1,254,13366.83,0.748,0.667,0.17391,15.96,1
PX004582,499,suspicious_reversal,card,media,9,3,0,58,8,323,496.65,1.005,0.75,0.05172,24.02,1
PX004583,19999,mandate_expired,card,saas,8,0,3,44,23,601,24589.44,0.813,1.0,0.0,0.73,0
PX004584,999,suspicious_reversal,card,media,11,2,2,50,24,448,632.59,1.579,0.846,0.04,20.66,0
PX004585,999,expired_card,card,media,13,5,1,57,24,28,1115.81,0.895,0.722,0.08772,46.95,1
PX004586,9999,expired_card,wallet,saas,8,1,3,7,10,619,9557.73,1.046,0.889,0.14286,38.22,0
PX004587,19999,insufficient_funds,card,ecommerce,8,3,2,31,38,586,16294.11,1.227,0.727,0.09677,11.74,1
PX004588,19999,mandate_expired,wallet,media,5,2,1,3,36,7,18153.77,1.102,0.714,0.66667,2.5,1
PX004589,2499,insufficient_funds,card,saas,9,0,3,21,33,714,2487.51,1.005,1.0,0.0,15.43,0
PX004590,1999,bank_timeout,wallet,media,8,4,2,59,58,339,2572.32,0.777,0.667,0.0678,1.98,1
PX004591,499,bank_timeout,card,ecommerce,10,2,3,39,45,588,564.74,0.884,0.833,0.05128,23.03,1
PX004592,499,mandate_expired,netbanking,education,7,1,0,11,28,189,684.65,0.729,0.875,0.09091,11.03,1
PX004593,1499,suspicious_reversal,upi,subscription,7,0,3,9,49,594,1801.92,0.832,1.0,0.0,10.04,0
PX004594,19999,suspicious_reversal,card,saas,11,1,3,22,12,415,14006.01,1.428,0.917,0.04545,24.45,0
PX004595,4999,bank_timeout,netbanking,saas,9,0,2,43,34,483,3914.95,1.277,1.0,0.0,36.49,1
PX004596,1499,mandate_expired,upi,ecommerce,7,2,3,25,7,240,1690.45,0.887,0.778,0.08,44.99,0
PX004597,4999,suspicious_reversal,card,ecommerce,7,3,3,29,10,304,6123.61,0.816,0.7,0.10345,4.93,0
PX004598,19999,suspicious_reversal,upi,ecommerce,9,1,3,51,24,651,22403.41,0.893,0.9,0.01961,12.01,0
PX004599,4999,insufficient_funds,upi,ecommerce,8,2,1,6,48,302,3610.23,1.385,0.8,0.33333,4.21,1
PX004600,4999,expired_card,wallet,subscription,9,2,2,36,40,157,4049.85,1.234,0.818,0.05556,1.82,1
PX004601,9999,expired_card,card,ecommerce,9,2,0,30,28,43,11517.12,0.868,0.818,0.06667,3.89,1
PX004602,1499,bank_timeout,card,media,6,3,3,19,41,405,1607.46,0.933,0.667,0.15789,38.61,1
PX004603,2499,expired_card,card,saas,7,2,3,4,53,3,1616.56,1.546,0.778,0.5,11.24,0
PX004604,499,mandate_expired,wallet,subscription,4,0,0,4,15,602,306.39,1.629,1.0,0.0,13.9,1
PX004605,4999,suspicious_reversal,netbanking,education,7,3,1,54,27,236,5855.94,0.854,0.7,0.05556,16.52,0
PX004606,2499,mandate_expired,upi,saas,10,3,1,48,5,669,2899.62,0.862,0.769,0.0625,18.47,0
PX004607,999,suspicious_reversal,netbanking,subscription,7,3,2,6,49,399,1100.2,0.908,0.7,0.5,44.86,0
PX004608,9999,expired_card,card,education,7,0,3,42,21,389,12997.32,0.769,1.0,0.0,5.87,0
PX004609,1499,mandate_expired,wallet,education,7,0,1,24,30,231,2015.09,0.744,1.0,0.0,29.09,0
PX004610,1499,mandate_expired,card,education,8,1,1,25,27,29,1698.91,0.882,0.889,0.04,32.99,1
PX004611,999,bank_timeout,netbanking,ecommerce,5,2,1,48,50,44,877.98,1.138,0.714,0.04167,36.94,1
PX004612,499,expired_card,netbanking,ecommerce,6,3,0,33,2,657,683.74,0.73,0.667,0.09091,29.01,1
PX004613,1499,suspicious_reversal,netbanking,ecommerce,5,3,3,17,47,427,965.35,1.553,0.625,0.17647,17.32,0
PX004614,1999,mandate_expired,wallet,media,4,2,3,26,42,322,1672.63,1.195,0.667,0.07692,20.48,0
PX004615,2499,suspicious_reversal,upi,saas,6,2,2,36,24,552,2935.77,0.851,0.75,0.05556,13.21,0
PX004616,4999,expired_card,wallet,media,4,2,1,1,8,183,6342.59,0.788,0.667,2.0,34.67,1
PX004617,999,suspicious_reversal,card,education,6,0,2,12,31,312,1253.01,0.797,1.0,0.0,32.39,0
PX004618,1499,bank_timeout,card,subscription,4,0,1,11,60,460,1071.82,1.399,1.0,0.0,2.48,1
PX004619,4999,bank_timeout,wallet,ecommerce,7,0,3,20,31,94,3999.45,1.25,1.0,0.0,3.71,1
PX004620,2499,insufficient_funds,wallet,media,14,3,0,4,47,652,2328.92,1.073,0.824,0.75,11.43,1
PX004621,499,bank_timeout,upi,subscription,8,6,1,23,9,62,630.94,0.791,0.571,0.26087,22.61,1
PX004622,999,mandate_expired,netbanking,saas,7,5,1,8,13,35,773.37,1.292,0.583,0.625,31.15,0
PX004623,499,expired_card,wallet,media,4,2,0,56,60,702,627.36,0.795,0.667,0.03571,22.88,0
PX004624,9999,bank_timeout,upi,media,4,1,1,15,31,708,6967.76,1.435,0.8,0.06667,22.14,1
PX004625,4999,expired_card,wallet,education,13,2,1,36,18,394,3262.68,1.532,0.867,0.05556,27.1,0
PX004626,19999,mandate_expired,upi,saas,10,2,1,11,34,469,15398.68,1.299,0.833,0.18182,8.74,0
PX004627,1499,mandate_expired,wallet,ecommerce,6,3,2,34,54,536,1936.76,0.774,0.667,0.08824,4.66,0
PX004628,1999,bank_timeout,upi,media,8,0,0,11,42,701,2224.65,0.899,1.0,0.0,29.69,1
PX004629,999,mandate_expired,netbanking,ecommerce,3,5,1,45,49,293,1172.78,0.852,0.375,0.11111,41.69,0
PX004630,19999,expired_card,netbanking,media,6,1,3,3,43,109,15667.4,1.276,0.857,0.33333,41.51,0
PX004631,9999,bank_timeout,card,media,7,2,1,11,57,687,8113.08,1.232,0.778,0.18182,39.43,1
PX004632,1499,mandate_expired,netbanking,education,8,2,1,55,23,81,1434.85,1.045,0.8,0.03636,34.39,0
PX004633,999,expired_card,netbanking,media,8,2,0,29,54,633,819.47,1.219,0.8,0.06897,23.62,1
PX004634,4999,expired_card,wallet,saas,4,0,2,6,57,104,4496.49,1.112,1.0,0.0,7.29,0
PX004635,1999,insufficient_funds,wallet,media,6,1,2,23,10,718,1784.8,1.12,0.857,0.04348,27.83,1
PX004636,9999,insufficient_funds,card,subscription,11,3,1,51,59,20,12278.29,0.814,0.786,0.05882,29.21,1
PX004637,999,mandate_expired,netbanking,education,5,2,1,9,7,586,794.07,1.258,0.714,0.22222,22.24,0
PX004638,499,suspicious_reversal,wallet,education,11,5,1,48,11,713,487.99,1.023,0.688,0.10417,19.79,0
PX004639,4999,insufficient_funds,card,subscription,4,2,1,13,43,539,6930.9,0.721,0.667,0.15385,32.06,1
PX004640,1499,insufficient_funds,netbanking,education,7,0,0,33,19,506,1228.17,1.221,1.0,0.0,28.38,1
PX004641,1999,suspicious_reversal,netbanking,saas,12,1,3,31,51,633,1367.0,1.462,0.923,0.03226,39.99,0
PX004642,2499,mandate_expired,netbanking,ecommerce,4,3,2,19,23,444,1796.75,1.391,0.571,0.15789,24.27,1
PX004643,4999,expired_card,wallet,ecommerce,9,2,0,3,16,181,6054.9,0.826,0.818,0.66667,47.96,1
PX004644,4999,insufficient_funds,wallet,media,8,3,3,12,50,176,5923.0,0.844,0.727,0.25,9.28,1
PX004645,9999,suspicious_reversal,card,education,8,1,0,59,52,369,7294.47,1.371,0.889,0.01695,11.6,1
PX004646,19999,mandate_expired,upi,saas,7,1,2,20,41,158,22635.05,0.884,0.875,0.05,22.56,1
PX004647,1499,mandate_expired,card,education,7,4,2,22,13,548,1460.16,1.027,0.636,0.18182,22.87,1
PX004648,1499,suspicious_reversal,card,ecommerce,13,2,3,36,12,493,1195.84,1.254,0.867,0.05556,32.15,0
PX004649,9999,mandate_expired,wallet,ecommerce,4,3,0,35,14,712,8327.27,1.201,0.571,0.08571,46.07,0
PX004650,19999,mandate_expired,wallet,media,7,2,2,17,15,546,17812.44,1.123,0.778,0.11765,29.14,0
PX004651,1999,insufficient_funds,netbanking,subscription,6,5,1,41,14,81,2378.84,0.84,0.545,0.12195,13.74,0
PX004652,1999,mandate_expired,wallet,ecommerce,12,2,3,19,41,721,1432.06,1.396,0.857,0.10526,36.71,0
PX004653,499,suspicious_reversal,upi,media,7,0,3,23,30,305,402.83,1.239,1.0,0.0,39.46,0
PX004654,9999,insufficient_funds,netbanking,saas,5,1,3,22,9,70,8782.68,1.138,0.833,0.04545,5.64,1
PX004655,2499,expired_card,netbanking,saas,14,1,0,11,9,268,2396.17,1.043,0.933,0.09091,32.38,1
PX004656,19999,bank_timeout,netbanking,subscription,10,1,2,56,26,680,16574.8,1.207,0.909,0.01786,3.18,1
PX004657,999,insufficient_funds,netbanking,education,7,5,2,18,44,511,1186.12,0.842,0.583,0.27778,12.45,0
PX004658,19999,bank_timeout,netbanking,ecommerce,8,3,2,20,14,4,24932.26,0.802,0.727,0.15,47.95,1
PX004659,999,expired_card,card,media,8,1,3,28,21,233,1111.47,0.899,0.889,0.03571,22.58,1
PX004660,4999,expired_card,wallet,ecommerce,8,5,0,43,16,509,3344.75,1.495,0.615,0.11628,16.47,1
PX004661,1999,expired_card,card,saas,7,0,3,13,43,281,1254.33,1.594,1.0,0.0,24.54,1
PX004662,19999,mandate_expired,upi,subscription,9,2,3,50,32,17,21060.12,0.95,0.818,0.04,5.94,1
PX004663,9999,insufficient_funds,netbanking,subscription,12,1,2,51,13,211,6929.4,1.443,0.923,0.01961,37.31,0
PX004664,499,expired_card,netbanking,ecommerce,9,1,0,2,22,646,671.39,0.743,0.9,0.5,5.28,1
PX004665,2499,expired_card,wallet,education,6,5,2,17,46,628,2679.9,0.932,0.545,0.29412,21.74,0
PX004666,499,insufficient_funds,netbanking,media,6,0,3,50,9,296,580.38,0.86,1.0,0.0,28.65,0
PX004667,19999,mandate_expired,wallet,education,8,2,0,5,21,405,14916.1,1.341,0.8,0.4,30.38,0
PX004668,9999,mandate_expired,netbanking,media,10,3,2,4,56,236,11343.59,0.881,0.769,0.75,18.3,0
PX004669,1499,bank_timeout,upi,education,6,2,0,18,35,573,1810.58,0.828,0.75,0.11111,19.26,1
PX004670,999,expired_card,netbanking,ecommerce,9,2,0,60,7,344,904.04,1.105,0.818,0.03333,32.9,0
PX004671,999,insufficient_funds,upi,media,10,4,1,32,21,699,872.43,1.145,0.714,0.125,23.97,1
PX004672,4999,expired_card,upi,subscription,5,2,1,6,8,120,5461.81,0.915,0.714,0.33333,47.7,0
PX004673,4999,bank_timeout,netbanking,saas,11,2,1,3,39,591,5570.78,0.897,0.846,0.66667,30.19,1
PX004674,499,bank_timeout,netbanking,saas,6,2,0,42,44,2,606.43,0.823,0.75,0.04762,42.62,1
PX004675,4999,insufficient_funds,wallet,media,7,1,1,59,3,211,6774.83,0.738,0.875,0.01695,19.66,1
PX004676,9999,expired_card,wallet,saas,9,2,1,26,57,490,10597.17,0.944,0.818,0.07692,19.82,1
PX004677,4999,bank_timeout,netbanking,education,3,2,3,10,27,706,3055.31,1.636,0.6,0.2,6.95,0
PX004678,2499,suspicious_reversal,upi,subscription,4,1,1,42,22,604,1544.04,1.618,0.8,0.02381,35.87,0
PX004679,999,mandate_expired,netbanking,subscription,11,1,2,40,18,471,1381.42,0.723,0.917,0.025,32.0,1
PX004680,19999,mandate_expired,netbanking,subscription,8,5,2,53,31,150,19491.43,1.026,0.615,0.09434,31.79,0
PX004681,9999,suspicious_reversal,wallet,ecommerce,9,1,3,26,40,615,10089.75,0.991,0.9,0.03846,43.22,0
PX004682,4999,mandate_expired,wallet,ecommerce,10,4,0,5,48,246,6724.91,0.743,0.714,0.8,27.0,0
PX004683,1499,bank_timeout,wallet,subscription,7,2,0,50,46,659,1051.3,1.426,0.778,0.04,45.69,1
PX004684,2499,bank_timeout,upi,ecommerce,8,2,1,46,21,428,3309.37,0.755,0.8,0.04348,30.2,1
PX004685,19999,insufficient_funds,wallet,education,4,2,2,10,35,221,19254.56,1.039,0.667,0.2,28.99,0
PX004686,19999,expired_card,netbanking,saas,11,3,3,28,31,96,13445.45,1.487,0.786,0.10714,6.31,1
PX004687,999,suspicious_reversal,netbanking,subscription,7,1,1,24,3,138,879.09,1.136,0.875,0.04167,42.02,0
PX004688,9999,bank_timeout,upi,media,14,2,3,50,12,345,9173.59,1.09,0.875,0.04,1.94,1
PX004689,9999,bank_timeout,upi,saas,6,1,3,28,39,469,11550.28,0.866,0.857,0.03571,42.9,1
PX004690,999,mandate_expired,wallet,ecommerce,8,1,0,32,32,476,702.13,1.423,0.889,0.03125,22.99,1
PX004691,499,suspicious_reversal,wallet,education,10,2,3,48,52,415,607.99,0.821,0.833,0.04167,27.7,0
PX004692,499,expired_card,netbanking,saas,6,3,0,48,58,573,442.68,1.127,0.667,0.0625,36.45,1
PX004693,999,mandate_expired,wallet,subscription,5,1,2,46,35,372,1296.26,0.771,0.833,0.02174,39.65,0
PX004694,19999,bank_timeout,upi,saas,16,1,3,30,22,395,12887.83,1.552,0.941,0.03333,35.15,0
PX004695,2499,bank_timeout,card,media,6,2,2,51,11,214,2484.45,1.006,0.75,0.03922,44.45,1
PX004696,2499,mandate_expired,upi,saas,8,1,0,59,23,471,2976.98,0.839,0.889,0.01695,6.99,1
PX004697,1499,insufficient_funds,netbanking,subscription,7,2,0,58,51,279,1768.18,0.848,0.778,0.03448,21.72,1
PX004698,9999,suspicious_reversal,card,education,10,3,2,42,14,342,9894.91,1.011,0.769,0.07143,43.91,0
PX004699,1999,suspicious_reversal,netbanking,subscription,9,1,0,25,26,522,1518.2,1.317,0.9,0.04,30.79,1
PX004700,19999,mandate_expired,card,media,7,4,1,52,59,302,20744.29,0.964,0.636,0.07692,19.31,1
PX004701,999,insufficient_funds,card,media,9,1,2,33,46,636,720.91,1.386,0.9,0.0303,7.78,0
PX004702,9999,suspicious_reversal,netbanking,subscription,4,3,3,38,5,389,6141.98,1.628,0.571,0.07895,8.95,0
PX004703,2499,bank_timeout,upi,subscription,10,2,0,48,39,633,2550.88,0.98,0.833,0.04167,7.79,1
PX004704,2499,expired_card,wallet,subscription,7,2,2,22,19,91,1882.48,1.328,0.778,0.09091,19.98,0
PX004705,499,mandate_expired,card,subscription,6,0,0,59,54,336,629.19,0.793,1.0,0.0,39.44,1
PX004706,19999,mandate_expired,card,education,6,4,0,43,45,336,19805.36,1.01,0.6,0.09302,37.76,1
PX004707,19999,suspicious_reversal,card,saas,5,2,2,37,56,268,12914.15,1.549,0.714,0.05405,27.12,0
PX004708,4999,expired_card,card,ecommerce,6,2,1,24,21,307,5233.6,0.955,0.75,0.08333,29.78,1
PX004709,4999,mandate_expired,upi,media,11,1,0,33,57,267,5926.89,0.843,0.917,0.0303,13.68,1
PX004710,19999,insufficient_funds,card,saas,12,2,2,41,60,28,12875.63,1.553,0.857,0.04878,27.46,1
PX004711,1499,insufficient_funds,upi,media,9,1,2,4,4,710,1796.49,0.834,0.9,0.25,16.59,0
PX004712,2499,bank_timeout,netbanking,ecommerce,5,0,0,31,52,58,3024.92,0.826,1.0,0.0,20.36,0
PX004713,4999,bank_timeout,card,saas,9,3,1,26,42,388,4542.48,1.1,0.75,0.11538,44.38,0
PX004714,499,expired_card,netbanking,media,5,1,0,21,44,475,644.18,0.775,0.833,0.04762,9.15,0
PX004715,19999,mandate_expired,card,education,8,1,2,9,36,162,18044.46,1.108,0.889,0.11111,16.6,1
PX004716,2499,insufficient_funds,card,education,9,2,0,38,1,621,3389.7,0.737,0.818,0.05263,37.07,1
PX004717,1999,suspicious_reversal,upi,education,6,3,2,36,58,388,1698.96,1.177,0.667,0.08333,1.44,0
PX004718,999,bank_timeout,netbanking,education,5,3,0,42,15,224,821.69,1.216,0.625,0.07143,30.64,1
PX004719,4999,insufficient_funds,upi,ecommerce,8,0,1,45,19,251,5093.53,0.981,1.0,0.0,32.01,0
PX004720,1499,expired_card,card,ecommerce,8,1,0,45,39,214,2048.77,0.732,0.889,0.02222,1.7,0
PX004721,9999,expired_card,wallet,saas,8,0,0,4,31,23,13713.21,0.729,1.0,0.0,45.93,1
PX004722,4999,expired_card,netbanking,subscription,6,1,0,12,46,225,4812.34,1.039,0.857,0.08333,11.94,0
PX004723,2499,suspicious_reversal,wallet,ecommerce,6,2,0,11,33,416,2371.5,1.054,0.75,0.18182,20.81,1
PX004724,19999,expired_card,wallet,media,11,3,0,13,5,726,24542.54,0.815,0.786,0.23077,42.73,1
PX004725,999,mandate_expired,upi,saas,5,2,3,36,55,66,1303.85,0.766,0.714,0.05556,11.6,0
PX004726,2499,suspicious_reversal,card,education,10,1,0,44,37,365,1707.96,1.463,0.909,0.02273,43.84,1
PX004727,2499,mandate_expired,wallet,media,7,0,2,13,44,646,2084.11,1.199,1.0,0.0,29.51,1
PX004728,1499,insufficient_funds,wallet,ecommerce,10,3,2,4,57,113,1578.38,0.95,0.769,0.75,8.47,1
PX004729,19999,mandate_expired,card,saas,14,1,3,34,26,326,14205.41,1.408,0.933,0.02941,44.09,0
PX004730,4999,suspicious_reversal,wallet,subscription,7,2,1,20,59,18,4483.89,1.115,0.778,0.1,11.06,0
PX004731,999,expired_card,upi,subscription,5,4,2,22,60,278,854.47,1.169,0.556,0.18182,20.5,0
PX004732,1999,bank_timeout,card,ecommerce,8,1,0,13,38,237,2779.9,0.719,0.889,0.07692,44.94,1
PX004733,1999,suspicious_reversal,card,ecommerce,8,2,1,32,56,248,1355.23,1.475,0.8,0.0625,41.52,1
PX004734,499,expired_card,card,ecommerce,7,2,3,19,50,182,352.28,1.416,0.778,0.10526,45.85,1
PX004735,1999,mandate_expired,wallet,saas,9,5,0,57,30,396,1748.11,1.144,0.643,0.08772,1.13,0
PX004736,19999,bank_timeout,wallet,ecommerce,8,0,0,7,3,670,25909.07,0.772,1.0,0.0,1.34,1
PX004737,1499,insufficient_funds,upi,ecommerce,1,3,0,29,39,467,1264.77,1.185,0.25,0.10345,6.82,0
